,Ticker,Name,Price,Change,Average Vol,Float,ATR
0,TGTX,"TG Therapeutics, Inc.",21.93000030517578,15.360337,5186680.0,146363007.5391498,0.7525448921399239
1,PSMT,"PriceSmart, Inc.",79.0,11.6815195,120860.0,31039108.860759493,1.5335330474071014
2,ZLAB,Zai Lab Limited,37.0099983215332,11.378683,555790.0,97882251.18325071,0.6415718274238782
3,SWAV,"Shockwave Medical, Inc.",251.1199951171875,10.64346,522370.0,36485228.3615424,5.118629259940906
4,KMX,"CarMax, Inc.",72.2300033569336,9.641662,3060000.0,157980240.2003437,1.4463869730631511
5,ASND,Ascendis Pharma A/S,80.08999633789062,8.468617,1856460.0,57216530.02288914,1.1321868896484375
6,SYM,Symbotic Inc.,27.834999084472656,7.3245935,455000.0,555618776.241573,0.5307347224308894
7,BGNE,"BeiGene, Ltd.",252.2100067138672,7.2170243,243310.0,104361451.94612059,3.777308928660857
8,LAD,"Lithia Motors, Inc.",227.61000061035156,6.548402,330400.0,27483616.00643791,3.250077663323818
9,MSTR,MicroStrategy Incorporated,332.32000732421875,6.2567964,848330.0,12899064.135545356,5.645752344376001
10,COIN,"Coinbase Global, Inc.",70.13999938964844,6.1394305,14482080.0,231639021.57657883,1.4474434485802283
11,MHK,"Mohawk Industries, Inc.",100.12000274658203,5.701015,546750.0,63679599.37174147,1.0140337821764824
12,CACC,Credit Acceptance Corporation,456.20001220703125,5.249071,50170.0,12832274.062595418,5.245387150691106
13,CF,"CF Industries Holdings, Inc.",77.56999969482422,5.22317,2706100.0,195948730.64069623,0.7337578015449719
14,ABG,"Asbury Automotive Group, Inc.",205.35000610351562,4.530181,212180.0,21699556.67668087,1.9323000785632012
15,BLDR,"Builders FirstSource, Inc.",92.37999725341797,4.23155,2041330.0,137997072.90561032,0.732090583214393
16,SIG,Signet Jewelers Limited,75.80000305175781,4.207339,758000.0,45215832.69145421,0.568333258995643
17,NARI,"Inari Medical, Inc.",65.80000305175781,4.1297417,756990.0,55570139.185613886,0.7655482658973107
18,VAL,Valaris Limited,65.73999786376953,4.1178308,833150.0,75181104.23797026,0.6465923113700671
19,LCII,LCI Industries,112.06999969482422,4.1155705,156380.0,25297999.10520511,0.959231939071264
20,SNOW,Snowflake Inc.,139.1999969482422,-5.8063216,5718370.0,324976676.54992896,2.164009485489283
21,CALX,"Calix, Inc.",53.15999984741211,-5.107144,502850.0,66200381.830349445,0.53827026562813
22,MDGL,"Madrigal Pharmaceuticals, Inc.",234.0800018310547,-4.5856605,271340.0,18138000.131529093,2.6967435005383615
23,CYBR,CyberArk Software Ltd.,132.30999755859375,-3.9599698,377870.0,41104944.23969366,1.45403563670623
24,SITM,SiTime Corporation,130.89999389648438,-3.4749827,156850.0,21689997.03884825,0.9941672300681089
25,MRNA,"Moderna, Inc.",155.24000549316406,-3.0596278,3037820.0,385702844.7904599,2.4483546721629605
26,SYNA,Synaptics Incorporated,99.12999725341797,-2.814556,404950.0,39383877.294169776,0.5538717416616586
27,FN,Fabrinet,101.47000122070312,-2.684824,282170.0,36615815.54452508,0.5435446714743589
28,SPLK,Splunk Inc.,90.7699966430664,-2.512343,1241920.0,165554712.56754628,0.592558347261869
