,Ticker,Name,Price,Change,Average Vol,Float,ATR
0,AVAV,"AeroVironment, Inc.",103.81999969482422,1.9948887,359490.0,25256700.671428755,1.0440377455491285
1,BGNE,"BeiGene, Ltd.",238.10499572753906,12.476414,230860.0,104616362.69280075,4.545689509465144
2,LEGN,Legend Biotech Corporation,51.310001373291016,6.4355454,578670.0,164938325.89147687,0.5753437922551081
3,AI,"C3.ai, Inc.",22.836299896240234,8.297771,40080010.0,112228181.7827218,0.5964205815241888
4,ARGX,argenx SE,387.3599853515625,3.799773,215220.0,55570501.564490445,2.806924281976162
5,ICUI,"ICU Medical, Inc.",170.6300048828125,0.773088,211490.0,24080531.362710427,0.9220455854366987
6,CTLT,"Catalent, Inc.",64.94999694824219,5.4040866,1369990.0,180089997.68423492,0.7837925935402895
7,ALNY,"Alnylam Pharmaceuticals, Inc.",211.0,5.0642357,822830.0,124218120.492891,1.6744676247621193
8,FCNCA,"First Citizens BancShares, Inc.",998.8599853515625,0.20062998,456170.0,14376299.592125349,5.148432022485977
9,KRYS,"Krystal Biotech, Inc.",84.4000015258789,7.5305758,232330.0,25760645.60062055,1.0430126679249299
10,RGLD,"Royal Gold, Inc.",137.94000244140625,1.1143727,498760.0,65634583.15035029,0.6846565833458533
11,BABA,Alibaba Group Holding Limited,102.75,4.2516437,39803830.0,2587248226.4136252,0.7588780721028646
12,GOOGL,Alphabet Inc.,108.4000015258789,3.7809868,31873630.0,12835767119.097544,0.7971001649514223
13,GOOG,Alphabet Inc.,108.85240173339844,3.7637014,25244200.0,12782486762.798592,0.7775655893179086
14,SRPT,"Sarepta Therapeutics, Inc.",142.60000610351562,3.642584,966910.0,87951054.63667156,0.898379399226262
15,AMGN,Amgen Inc.,253.35000610351562,-0.019729167,2458500.0,534151756.55731755,0.727865952711839
16,BIIB,Biogen Inc.,286.80999755859375,0.9894706,792270.0,144480963.65097705,0.977815676958133
17,LEVI,Levi Strauss & Co.,15.130000114440918,-16.028843,4480510.0,396638986.028306,0.501543558560885
18,WIRE,Encore Wire Corporation,159.39500427246094,-4.2937837,218360.0,17961881.083211925,1.1777488512870593
19,LITE,Lumentum Holdings Inc.,46.310001373291016,-9.7057085,1030570.0,68529583.80239555,0.994735619960687
20,MKTX,MarketAxess Holdings Inc.,343.1000061035156,1.6432815,371380.0,37629426.64624951,2.1348114013671875
21,CVCO,"Cavco Industries, Inc.",277.3399963378906,-5.6542134,70960.0,8693072.992842663,3.6979248829377003
22,SPT,"Sprout Social, Inc.",52.400001525878906,-2.2756972,892240.0,55051689.38927077,0.5337436871650891
23,SMCI,"Super Micro Computer, Inc.",100.69999694824219,-6.794406,1743450.0,53631874.51510916,1.87767821091872
24,ABNB,"Airbnb, Inc.",109.66999816894531,-4.8985558,5244640.0,631444181.0176787,1.34113282423753
25,MTSI,"MACOM Technology Solutions Holdings, Inc.",63.83000183105469,-2.6227527,438030.0,70768143.85742846,0.5878206888834635
26,LECO,"Lincoln Electric Holdings, Inc.",154.0399932861328,-2.945995,388260.0,57649846.39738647,0.739616198417468
27,FN,Fabrinet,102.63999938964844,-8.61163,251090.0,36601468.02747236,2.215772188626803
28,FOXF,Fox Factory Holding Corp.,111.68000030517578,4.325079,259990.0,42301097.87867773,1.7788734436035156
29,ZS,"Zscaler, Inc.",103.7300033569336,2.4086819,2254190.0,145133984.23594767,0.8315250690166767
30,DDOG,"Datadog, Inc.",65.80999755859375,-0.4235347,4428930.0,319990224.6653417,0.5486367054474659
31,NXPI,NXP Semiconductors N.V.,170.08999633789062,-1.6876651,2070720.0,259534283.58188567,0.5604253915640024
32,AMAT,"Applied Materials, Inc.",114.44999694824219,-2.4463031,5848590.0,845118021.7308477,0.902821271847456
33,CRWD,"CrowdStrike Holdings, Inc.",127.83999633789062,0.015646825,3622220.0,236362035.3065052,0.8172461680876904
34,LFUS,"Littelfuse, Inc.",250.85000610351562,-0.6895754,95670.0,24772296.339652788,1.2115386571639624
35,KLAC,KLA Corporation,374.6700134277344,-1.8212265,976570.0,138476301.88853392,2.041357187124399
36,SEDG,"SolarEdge Technologies, Inc.",280.2300109863281,0.48045763,926870.0,56148600.30379707,1.6148728590745192
37,SITM,SiTime Corporation,129.97000122070312,0.83708096,143780.0,21723306.52829339,0.9523070897811499
38,ENPH,"Enphase Energy, Inc.",191.00999450683594,-1.3786328,3068790.0,136954838.6383718,1.3180428529397035
39,CAR,"Avis Budget Group, Inc.",181.38999938964844,2.0013478,385670.0,39771659.96071831,1.352404080904447
40,LGIH,"LGI Homes, Inc.",107.72000122070312,-2.7288306,207720.0,23501517.446264613,1.3093897501627605
41,ULTA,"Ulta Beauty, Inc.",520.8800048828125,-2.4657347,644730.0,50201847.233285576,2.5458882649739585
42,IPAR,"Inter Parfums, Inc.",138.39999389648438,-0.35275033,129440.0,32114039.797749594,0.6295209053235177
43,MYRG,MYR Group Inc.,122.67500305175781,-0.34922466,162090.0,16669395.501357587,0.6928364680363581
44,GFS,GLOBALFOUNDRIES Inc.,66.87000274658203,1.0268805,1197830.0,545317541.1132143,0.5660892388759515
45,ACLS,"Axcelis Technologies, Inc.",125.29000091552734,-1.2448802,476850.0,32737857.594601296,0.625044700426933
46,LRCX,Lam Research Corporation,493.7900085449219,0.06281867,1420950.0,134936002.42812207,2.2277648143279247
